NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Age,Phases,Enrollment,Country,Start_year,Sponsor_type,trial_status_clean
NCT01747915,A Safety  Efficacy and Tolerability Trial of Pregabalin as Add-On Treatment in Pediatric and Adult Subjects With Primary Generalized Tonic-Clonic (i.e.  Grand Mal) Seizures.,COMPLETED,Generalized Tonic Clonic Seizures,DRUG: Pregabalin Dose Level 1|DRUG: Pregabalin Dose Level 2|DRUG: Placebo,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,219,United States,2013,Industry,Completed
NCT03504605,Impact of Parental Perfectionistic Cognitions Self-compassion Intervention Effects on Shame in Child Health Context,COMPLETED,Diabetes Mellitus  Type 1|Epilepsy|Asthma|Shame|Self-Compassion|Stress|Perfectionistic Cognitions,OTHER: Online self-compassion intervention,University of Sheffield,CHILD  ADULT,Not Specified,344,United Kingdom,2018,Academic,Completed
NCT04106219,A Study of LY3295668 Erbumine in Participants With Relapsed/Refractory Neuroblastoma,ACTIVE_NOT_RECRUITING,Neuroblastoma,DRUG: LY3295668 Erbumine|DRUG: Topotecan|DRUG: Cyclophosphamide,Eli Lilly and Company,CHILD  ADULT,PHASE1,71,United States,2020,Government/Other,Other
NCT03852550,READYorNot[TM] Brain-Based Disabilities Trial,TERMINot SpecifiedTED,Autism Spectrum Disorder|Cerebral Palsy|Epilepsy|Fetal Alcohol Spectrum Disorders|SpiNot Specified Bifida,OTHER: e-health application,McMaster University,CHILD,Not Specified,52,CaNot Specifiedda,2020,Academic,Other
NCT03299842,A Study to Assess the Usability of the Embrace Seizure Detection Watch in Children and Young Adults With Dravet Syndrome,TERMINot SpecifiedTED,Dravet Syndrome,DRUG: ZX008 (Fenfluramine Hydrochloride),Zogenix InterNot SpecifiedtioNot Specifiedl Limited  Inc.  a subsidiary of Zogenix  Inc.,CHILD  ADULT,PHASE3,5,United States,2017,Industry,Other
NCT01405053,Study of RufiNot Specifiedmide in Pediatric Subjects 1 to Less Than 4 Years of Age With Lennox-Gastaut Syndrome INot Specifieddequately Controlled With Other Anti-epileptic Drugs,COMPLETED,Lennox-Gastaut Syndrome,DRUG: RufiNot Specifiedmide|DRUG: Any other approved Antiepileptic Drug,Eisai Inc.,CHILD,PHASE3,37,United States,2011,Industry,Completed
NCT02926898,A 2-Part Study to Investigate the Dose-Ranging Safety and Pharmacokinetics  Followed by the Efficacy and Safety of ZX008 (Fenfluramine Hydrochloride) Oral Solution as an Adjunctive Therapy in Children â‰¥ 2 Years Old and Young Adults With Dravet Syndrome,COMPLETED,Dravet Syndrome,DRUG: ZX008 (Fenfluramine Hydrochloride)|DRUG: Matching Placebo,Zogenix InterNot SpecifiedtioNot Specifiedl Limited  Inc.  a subsidiary of Zogenix  Inc.,CHILD  ADULT,PHASE3,87,United States,2017,Industry,Completed
NCT02823145,An Open-Label Extension Trial to Assess the Long-Term Safety of ZX008 (Fenfluramine Hydrochloride HCl) Oral Solution in Children and Young Adults With Dravet Syndrome,COMPLETED,Dravet Syndrome,DRUG: ZX008 (Fenfluramine Hydrochloride),Zogenix InterNot SpecifiedtioNot Specifiedl Limited  Inc.  a subsidiary of Zogenix  Inc.,CHILD  ADULT,PHASE3,375,United States,2016,Industry,Completed
NCT02462109,Catatonia in Nodding Syndrome and Lorazepam Treatment,COMPLETED,Catatonia|Nodding Syndrome,DRUG: Lorazepam,Makerere University,CHILD  ADULT,PHASE1,16,,2013,Academic,Completed
NCT00368251,Brivaracetam as add-on Treatment of Unverricht-Lundborg Disease (ULD) in Adolescents and Adults,COMPLETED,Unverricht-Lundborg Disease,OTHER: Placebo|DRUG: BRV 2.5 mg|DRUG: BRV 25 mg|DRUG: BRV 50 mg,UCB Pharma,CHILD  ADULT  OLDER_ADULT,PHASE3,56,United States,2006,Industry,Completed
NCT00357669,Brivaracetam as add-on Treatment of Unverricht-Lundborg Disease in Adolescents and Adults,COMPLETED,Unverricht-Lundborg Disease,DRUG: Brivaracetam 25 mg|DRUG: Brivaracetam 50 mg|OTHER: Placebo,UCB Pharma SA,CHILD  ADULT  OLDER_ADULT,PHASE3,50,Finland,2006,Industry,Completed
NCT02431780,A Multicentre Clinical Investigation of a Decision Support Algorithm for NeoNot Specifiedtal Seizure Detection,COMPLETED,Seizures|Brain Diseases|Central Nervous System Diseases|Epilepsy|Nervous System Diseases|Neurologic Manifestations,DEVICE: ANSeR Software System,University College Cork,CHILD,Not Specified,264,Ireland,2015,Academic,Completed
NCT06673849,Rhythmic Stabilization Versus Ball Balancing,RECRUITING,Spastic Cerebral Palsy (sCP),OTHER: Rhythmic Stabilization|OTHER: Ball Balancing,Riphah InterNot SpecifiedtioNot Specifiedl University,CHILD,Not Specified,36,Pakistan,2024,Academic,Recruiting
NCT06924827,"A Study to Investigate the Transition of Children From 'ArtisaNot Specifiedl"" CanNot Specifiedbidiol (CBD) to Epidiolex",NOT_YET_RECRUITING,Dravet Syndrome (DS)|Lennox-Gastaut Syndrome (LGS),DRUG: Epidiolex 100 mg/mL Oral Solution,Elizabeth Donner,CHILD  ADULT,PHASE4,25,CaNot Specifiedda,2026,Government/Other,Other
NCT00688727,Cognitive Behavioural Therapy in Dissociative Seizures,UNKNOWN,Dissociative Seizures,BEHAVIORAL: CBT|BEHAVIORAL: Standard Care,South London and Maudsley NHS Foundation Trust,CHILD  ADULT  OLDER_ADULT,Not Specified,70,United Kingdom,2001,Government/Other,Other
NCT00545493,Efficacy of Tacrolimus and I.V.-Immunoglobulins in Rasmussen Encephalitis,UNKNOWN,Rasmussen Encephalitis,DRUG: Tacrolimus|DRUG: i.v. immunoglobulins,University Hospital  Bonn,CHILD  ADULT  OLDER_ADULT,PHASE2/PHASE3,16,Germany,2002,Academic,Other
NCT04285346,Adjunctive GaNot Specifiedxolone Treatment (Part A) in TSC Followed by Long-term Treatment (Part B),COMPLETED,Tuberous Sclerosis,DRUG: GaNot Specifiedxolone,Marinus Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE2,23,United States,2020,Industry,Completed
NCT02829827,A Phase 2 Study of Radiprodil in Subjects With Drug-resistant Infantile Spasms (IS),TERMINot SpecifiedTED,Infantile Spasms (IS),DRUG: Radiprodil,UCB Biopharma S.P.R.L.,CHILD,PHASE2,3,France,2017,Industry,Other
NCT03106727,Evaluating the Impact of a Community Health Worker Program in Neno  Malawi,COMPLETED,HIV/AIDS|Hypertension|Asthma|Diabetes|Epilepsy|Mental Health Disorder|Malnutrition|Tuberculosis|AnteNot Specifiedtal Care|Family Planning,BEHAVIORAL: Household model,Partners in Health,CHILD  ADULT  OLDER_ADULT,Not Specified,122395,Malawi,2017,Government/Other,Completed
NCT06448663,Targeting the Gut to Improve Seizure Control in CDKL5 Deficiency Disorder (CDD),RECRUITING,CDKL5,DIETARY_SUPPLEMENT: alpha-lactalbumin  fructooligosaccharides  inulin|DIETARY_SUPPLEMENT: alpha-lactalbumin  sodium butyrate  fructooligosaccharides  inulin,University of Milan,CHILD  ADULT,Not Specified,20,Italy,2024,Academic,Recruiting
NCT04184726,Mindfulness Based Cognitive Therapy Modified for Visual Symptoms (MBCT-vision),COMPLETED,Visual Snow Syndrome|Trailing Phenomenon|Photophobia|Visual Aura,BEHAVIORAL: Mindfulness Based Cognitive Therapy,Guy's and St Thomas' NHS Foundation Trust,CHILD  ADULT  OLDER_ADULT,Not Specified,22,United Kingdom,2020,Government/Other,Completed
NCT04987463,Efficacy and Safety of Rapamycin Versus Vigabatrin in the Prevention of Tuberous Sclerosis Complex Symptoms in Infants,UNKNOWN,Tuberous Sclerosis Complex,DRUG: Vigabatrin|DRUG: Rapamycin|DRUG: Placebo|DRUG: Placebo,KatarzyNot Specified Kotulska,CHILD,PHASE2/PHASE3,60,Poland,2021,Government/Other,Other
NCT07281027,"COMparison Between ANot Specifiedkinra and Tocilizumab in NORSE - ""COMBAT-NORSE""",NOT_YET_RECRUITING,New Onset Refractory Status Epilepticus|New-Onset Refractory Status Epilepticus|Febrile Infection-Related Epilepsy Syndrome (FIRES),DRUG: ANot Specifiedkinra|DRUG: Tocilizumab|OTHER: Standard medical treatment,Yale University,CHILD  ADULT  OLDER_ADULT,PHASE3,438,United States,2026,Academic,Other
NCT01151540,A Long Term Extension Study of E2080 in Lennox-Gastaut Patients,COMPLETED,Lennox-Gastaut Syndrome,DRUG: RufiNot Specifiedmide,Eisai Co.  Ltd.,CHILD  ADULT,PHASE3,54,Japan,2010,Industry,Completed
NCT01146951,A Placebo-Controlled  Double-Blind Comparative Study of E2080 in Lennox-Gastaut Syndrome Patients (Study E2080-J081-304),COMPLETED,Lennox-Gastaut Syndrome,DRUG: RufiNot Specifiedmide (E2080)|DRUG: Placebo,Eisai Limited,CHILD  ADULT,PHASE3,66,Japan,2010,Government/Other,Completed
NCT04391569,Randomized Therapy In Status Epilepticus,COMPLETED,Status Epilepticus,DRUG: GaNot Specifiedxolone|DRUG: Placebo,Marinus Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE3,100,United States,2020,Industry,Completed
NCT02731300,Transcranial Direct Current Stimulation  Treatment of Childhood Drug-Resistant Lennox-Gastaut Syndrome  A Pilot Study,COMPLETED,Lennox-Gastaut Syndrome,DEVICE: tDCS,Khon Kaen University,CHILD,PHASE4,22,,2010,Academic,Completed
NCT06464653,Pallidothalamic Tracts Electrical Stimulation for Lennox-Gastaut Syndrome,ACTIVE_NOT_RECRUITING,Lennox Gastaut Syndrome,DEVICE: Forel's Field H-DBS ON,Liankun_Ren,CHILD  ADULT,Not Specified,5,ChiNot Specified,2024,Government/Other,Other
NCT04938427,A Study of Soticlestat as an Add-on Therapy in Children  TeeNot Specifiedgers  and Adults With Lennox-Gastaut Syndrome,COMPLETED,Lennox Gastaut Syndrome (LGS),DRUG: Placebo|DRUG: Soticlestat,Takeda,CHILD  ADULT,PHASE3,270,United States,2021,Government/Other,Completed
NCT04133480,Investigation of Cognitive Outcomes With CanNot Specifiedbidiol Oral Solution,WITHDRAWN,Lennox-Gastaut Syndrome,DRUG: GWP42003-P,Jazz Pharmaceuticals,CHILD,PHASE4,0,,2020,Industry,Other
NCT04062981,Carisbamate Safety Study in Adult and Pediatric Subjects With Lennox-Gastaut Syndrome,COMPLETED,Lennox Gastaut Syndrome,DRUG: Carisbamate,SK Life Science  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE1,15,United States,2019,Industry,Completed
NCT03731715,Carisbamate in Adult & Pediatric Subjects With Lennox-Gastaut Syndrome,COMPLETED,Lennox Gastaut Syndrome,DRUG: Carisbamate,SK Life Science  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE1,18,United States,2019,Industry,Completed
NCT03355209,A Study to Investigate the Efficacy and Safety of ZX008 (Fenfluramine Hydrochloride) as an Adjunctive Therapy in Children and Adults With Lennox-Gastaut Syndrome,COMPLETED,Lennox Gastaut Syndrome,DRUG: ZX008 0.2 or 0.8 mg/kg/day|DRUG: Matching Placebo,Zogenix InterNot SpecifiedtioNot Specifiedl Limited  Inc.  a subsidiary of Zogenix  Inc.,CHILD  ADULT,PHASE3,296,United States,2017,Industry,Completed
NCT02834793,Study of Perampanel as Adjunctive Treatment for INot Specifieddequately Controlled Seizures Associated With Lennox-Gastaut Syndrome,TERMINot SpecifiedTED,Lennox-Gastaut Syndrome (LGS),DRUG: Placebo|DRUG: Perampanel,Eisai Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,101,United States,2016,Industry,Other
NCT02632149,Trial to Assess Vagus Nerve Stimulation Therapy in Children With Lennox-Gastaut Syndrome,UNKNOWN,Lennox-Gastaut Syndrome,DEVICE: PINS Vagus Nerve Stimulator,Beijing Pins Medical Co.  Ltd,CHILD,EARLY_PHASE1,31,ChiNot Specified,2016,Industry,Other
NCT02318537,CanNot Specifiedbidiol Oral Solution as an Adjunctive Therapy for Treatment of Participants With INot Specifieddequately Controlled Lennox-Gastaut Syndrome,WITHDRAWN,Lennox-Gastaut Syndrome,DRUG: CanNot Specifiedbidiol Oral Solution|DRUG: Placebo Solution,INSYS Therapeutics Inc,CHILD  ADULT,PHASE3,0,,2017,Industry,Other
NCT02696044,Treatment of Mitochondrial Dysfunction in Rett Syndrome With Triheptanoin,UNKNOWN,Rett Syndrome,DRUG: triheptanoin,Center for Rare Neurological Diseases  Norcross  GA,CHILD  ADULT  OLDER_ADULT,PHASE2,12,United States,2016,Government/Other,Other
NCT02234024,Oral Supplementation of Gangliosides to Treat a Rare Metabolic Disorder,UNKNOWN,GM3 Synthase Deficiency,DIETARY_SUPPLEMENT: Supplementation of dairy-derived concentrated gangliosides.,DDC Clinic - Center for Special Needs Children,CHILD  ADULT,Not Specified,20,,2014,Government/Other,Other
NCT05218655,A Safety Study for Previously Treated Vatiquinone (PTC743) Participants With Inherited Mitochondrial Disease,COMPLETED,Inherited Mitochondrial Disease,DRUG: Vatiquinone,PTC Therapeutics,CHILD  ADULT  OLDER_ADULT,PHASE3,101,United States,2022,Industry,Completed
NCT02904265,Efficacy Study of Acetazolamide Versus Diazepam in Continuous Spike and Wave/Landau-Kleffner Syndrome,TERMINot SpecifiedTED,Landau-Kleffner Syndrome|Status Epilepticus  Electrographic,DRUG: Diazepam|DRUG: Acetazolamide,Mayo Clinic,CHILD,PHASE2/PHASE3,3,United States,2016,Government/Other,Other
NCT03572933,Study of Adjunctive GaNot Specifiedxolone Treatment in Children and Young Adults With CDKL5 Deficiency Disorder,COMPLETED,CDKL5 Deficiency Disorder,DRUG: gaNot Specifiedxolone|DRUG: Placebo,Marinus Pharmaceuticals,CHILD  ADULT,PHASE3,101,United States,2018,Industry,Completed
NCT01160770,Safety and Effectiveness of Open-Label Clobazam in Subjects With Lennox-Gastaut Syndrome,COMPLETED,Lennox-Gastaut Syndrome,DRUG: Clobazam,Lundbeck LLC,CHILD  ADULT,PHASE3,267,,2005,Government/Other,Completed
NCT02332655,CanNot Specifiedbidiol Expanded Access Study in Medically Refractory Sturge-Weber Syndrome,COMPLETED,Sturge-Weber Syndrome,DRUG: CanNot Specifiedbidiol,Anne Comi  MD,CHILD  ADULT,PHASE1/PHASE2,5,United States,2014,Government/Other,Completed
NCT03522337,Oral Health Promotion Among Preschool Children With Special Needs,COMPLETED,Intellectual Disability|Cerebral Palsy|Developmental Disorders|Developmental Delay|Autistic Spectrum Disorders|Down Syndrome|Epilepsy|Developmental Disability|Learning Disorders,OTHER: Visual pedagogy (social stories)|OTHER: ConventioNot Specifiedl leaflets,The University of Hong Kong,CHILD,Not Specified,306,ChiNot Specified,2016,Academic,Completed
NCT04421846,Study of Pathophysiology of Status Epilepticus and Dysimmune Encephalitis,RECRUITING,Status Epilepticus|Dysimmune Encephalopathy,OTHER: Blood sampling  cerebrospiNot Specifiedl fluid   post-mortem cerebral tissues (Not Specified for the Group 3)|OTHER: Blood sampling  cerebrospiNot Specifiedl fluid  stool sampling post-mortem cerebral tissues (Not Specified for the Group 3),Assistance Publique - HÃ´pitaux de Paris,CHILD  ADULT  OLDER_ADULT,Not Specified,400,France,2020,Government/Other,Recruiting
NCT05044819,Assessment of Potential for Chronic Liver Injury in Participants Treated With Epidiolex (CanNot Specifiedbidiol) Oral Solution,ACTIVE_NOT_RECRUITING,Lennox Gastaut Syndrome|Dravet Syndrome|Tuberous Sclerosis Complex,DRUG: CanNot Specifiedbidiol,Jazz Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE4,154,United States,2021,Industry,Other
NCT02036853,An Open-Label Trial of Triheptanoin in Patients With Glucose Transporter Type-1 Deficiency Syndrome,COMPLETED,Glucose Transporter Type-1 Deficiency Syndrome (Glut1 DS),DRUG: Triheptanoin,Adrian Lacy,CHILD  ADULT,PHASE2,20,United States,2014,Government/Other,Completed
NCT05152771,Role of Ketogenic Diet in SSPE,UNKNOWN,SSPE,OTHER: KETOGENIC DIET,Aga Khan University,CHILD,Not Specified,26,,2024,Academic,Other
NCT03525431,Clinical Utility of Pediatric Whole Exome Sequencing,COMPLETED,Encephalopathy|Birth Defect|Intellectual Disability|Multiple Congenital Anomaly|Metabolic Disease|Epilepsy|Neuro-Degenerative Disease|Cerebral Palsy|Developmental Delay|Developmental Defect,DIAGNOSTIC_TEST: Whole Exome Sequencing,University of California  San Francisco,CHILD  ADULT,Not Specified,529,United States,2017,Academic,Completed
NCT00210483,A Study of 3 Dosage Strengths of Almotriptan Malate (AXERTÂ®) in the Treatment of Acute Migraine in Adolescents,COMPLETED,Migraine,DRUG: almotriptan malate,Janssen-Ortho LLC,CHILD,PHASE3,866,,2003,Government/Other,Completed
NCT00004776,Phase III Randomized  Double-Blind  Placebo-Controlled Study of Oral Topiramate for Lennox-Gastaut Syndrome,COMPLETED,Lennox-Gastaut Syndrome,DRUG: topiramate,Not SpecifiedtioNot Specifiedl Center for Research Resources (NCRR),CHILD  ADULT,PHASE3,10,,1993,Government/Other,Completed
NCT05219617,Investigate Efficacy and Safety of Carisbamate as Adjunctive Treatment for Seizures Associated With LGS in Children and Adults,RECRUITING,Seizures|Lennox Gastaut Syndrome,DRUG: Carisbamate,SK Life Science  Inc.,CHILD  ADULT,PHASE3,252,United States,2022,Industry,Recruiting
NCT05066217,An Efficacy and Safety Study of Clemizole HCl in Patients With Lennox-Gastaut Syndrome,RECRUITING,Lennox Gastaut Syndrome,DRUG: Clemizole HCl|DRUG: Placebo,Epygenix,CHILD  ADULT,PHASE3,260,United States,2025,Government/Other,Recruiting
NCT01239212,Dosing of Levetiracetam (Keppra) in NeoNot Specifiedtes,COMPLETED,Seizures,DRUG: levetiracetam,Children's Hospital Medical Center  CincinNot Specifiedti,CHILD,PHASE1/PHASE2,7,United States,2010,Academic,Completed
NCT01527006,Pharmacokinetics  Efficacy  and Safety of Perampanel Oral Suspension on Seizure Frequency in Pediatric Subjects Maintained on One to Three Stable Antiepileptic Drugs,COMPLETED,Central Nervous System,DRUG: perampanel,Eisai Inc.,CHILD,PHASE2,63,United States,2012,Industry,Completed
NCT02023866,Open-Label  Dose-Escalating Study Assessing Safety  Tolerability  Efficacy  of RP103 in Mitochondrial Disease,COMPLETED,Inherited Mitochondrial Disease  Including Leigh Syndrome,DRUG: Cysteamine Bitartrate,Amgen,CHILD,PHASE2,36,United States,2014,Government/Other,Completed
NCT07102524,Intrathecal Gene Therapy For SLC13A5 Citrate Transporter Disorder,NOT_YET_RECRUITING,SLC13A5 Citrate Transporter Disorder,DRUG: TSHA-105,TESS Research Foundation,CHILD  ADULT,PHASE1/PHASE2,2,United States,2025,Government/Other,Other
NCT02473445,A Long-term Extension of Study RP103-MITO-001 (NCT02023866) to Assess Cysteamine Bitartrate Delayed-release Capsules (RP103) in Children With Inherited Mitochondrial Disease,TERMINot SpecifiedTED,Mitochondrial Diseases,DRUG: Cysteamine Bitartrate,Amgen,CHILD,PHASE2,22,United States,2015,Government/Other,Other
NCT03181399,Diet Treatment Glucose Transporter Type 1 Deficiency (G1D),COMPLETED,GLUT1DS1|Epilepsy|Glut1 Deficiency Syndrome 1  Autosomal Recessive|Glucose Metabolism Disorders|Glucose Transport Defect|Glucose Transporter Type 1 Deficiency Syndrome|Glucose Transporter Protein Type 1 Deficiency Syndrome,DRUG: Triheptanoin,University of Texas Southwestern Medical Center,CHILD  ADULT,PHASE2,45,United States,2018,Academic,Completed
NCT03041363,Treatment Development of Triheptanoin (G1D),COMPLETED,Epilepsy|GLUT1DS1|Glut1 Deficiency Syndrome 1  Autosomal Recessive|Glucose Metabolism Disorders|Glucose Transport Defect|Glucose Transporter Type 1 Deficiency Syndrome|Glucose Transporter Protein Type 1 Deficiency Syndrome,DRUG: Triheptanoin,Juan Pascual,CHILD  ADULT,PHASE1,12,United States,2017,Government/Other,Completed
NCT04485104,Assessment of Adjunctive CanNot Specifiedbidiol Oral Solution (GWP42003-P) in Children With Tuberous Sclerosis Complex (TSC)  Dravet Syndrome (DS)  or Lennox-Gastaut Syndrome (LGS) Who Experience INot Specifieddequately-controlled Seizures,TERMINot SpecifiedTED,Seizure in Participants With Tuberous Sclerosis Complex|Seizure in Participants With Dravet Syndrome|Seizure in Participants With Lennox-Gastaut Syndrome,DRUG: GWP42003-P,Jazz Pharmaceuticals,CHILD,PHASE3,3,United States,2021,Industry,Other
NCT01713946,A Placebo-controlled Study of Efficacy & Safety of 2 Trough-ranges of Everolimus as Adjunctive Therapy in Patients With Tuberous Sclerosis Complex (TSC) & Refractory Partial-onset Seizures,COMPLETED,Tuberous Sclerosis Complex-associated Refractory Seizures,DRUG: RAD001|DRUG: Placebo|DRUG: Antiepileptic drug (1 to 3 only)|DRUG: open label RAD001 (only used for post-extension phase),Novartis Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE3,366,United States,2013,Industry,Completed
